fixture_id,family,split,candidate_id,mutation,label,accepted,classification_matches_label,state_changed,rejected_state_unchanged,reason_codes
D-CFG-01,approval_gated_configuration,discovery,valid_golden,none,valid,True,True,True,True,
D-CFG-01,approval_gated_configuration,discovery,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
D-CFG-01,approval_gated_configuration,discovery,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
D-CFG-01,approval_gated_configuration,discovery,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
D-CFG-01,approval_gated_configuration,discovery,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
D-CFG-02,approval_gated_configuration,discovery,valid_golden,none,valid,True,True,False,True,
D-CFG-02,approval_gated_configuration,discovery,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
D-CFG-02,approval_gated_configuration,discovery,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
D-CFG-02,approval_gated_configuration,discovery,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
D-CFG-02,approval_gated_configuration,discovery,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
D-ST-01,controlled_state_transition,discovery,valid_golden,none,valid,True,True,True,True,
D-ST-01,controlled_state_transition,discovery,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
D-ST-01,controlled_state_transition,discovery,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
D-ST-01,controlled_state_transition,discovery,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
D-ST-01,controlled_state_transition,discovery,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
D-ST-02,controlled_state_transition,discovery,valid_golden,none,valid,True,True,False,True,
D-ST-02,controlled_state_transition,discovery,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
D-ST-02,controlled_state_transition,discovery,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
D-ST-02,controlled_state_transition,discovery,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
D-ST-02,controlled_state_transition,discovery,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-01,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,True,True,
H-CFG-01,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
H-CFG-01,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
H-CFG-01,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-01,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-02,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,False,True,
H-CFG-02,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-CFG-02,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-CFG-02,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-02,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-03,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,True,True,
H-CFG-03,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
H-CFG-03,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
H-CFG-03,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-03,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-04,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,False,True,
H-CFG-04,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-CFG-04,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-CFG-04,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-04,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-05,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,True,True,
H-CFG-05,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
H-CFG-05,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
H-CFG-05,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-05,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-06,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,False,True,
H-CFG-06,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-CFG-06,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-CFG-06,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-06,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-07,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,True,True,
H-CFG-07,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
H-CFG-07,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
H-CFG-07,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-07,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-CFG-08,approval_gated_configuration,heldout,valid_golden,none,valid,True,True,False,True,
H-CFG-08,approval_gated_configuration,heldout,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-CFG-08,approval_gated_configuration,heldout,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
